Store,Date,Temperature,Fuel_Price,CPI,Weekly_Sales
13,1/6/2012,61.11,3.788,130.9592258,2035431.39
13,8/6/2012,68.4,3.776,130.8896774,2182437.9
13,15-06-2012,65.97,3.756,130.8295333,2152229.11
13,22-06-2012,72.89,3.737,130.7929,2094373
13,29-06-2012,82,3.681,130.7562667,2037663.71
13,6/7/2012,79.23,3.63,130.7196333,2184980.35
13,13-07-2012,83.68,3.595,130.683,2002750.99
13,20-07-2012,75.69,3.556,130.7012903,2053089.32
13,27-07-2012,80.42,3.537,130.7195806,1914430.53
13,3/8/2012,81.99,3.512,130.737871,2044148.23
13,10/8/2012,81.69,3.509,130.7561613,2041019.92
13,17-08-2012,79.4,3.545,130.7909677,2095769.18
13,24-08-2012,77.37,3.582,130.8381613,2059458.25
13,31-08-2012,79.18,3.624,130.8853548,2073855.42
13,7/9/2012,70.65,3.689,130.9325484,2165796.31
13,14-09-2012,68.55,3.749,130.9776667,1919917.03
13,21-09-2012,67.96,3.821,131.0103333,1938379.66
13,28-09-2012,64.8,3.821,131.043,1927664.11
13,5/10/2012,61.79,3.815,131.0756667,2041918.74
13,12/10/2012,55.1,3.797,131.1083333,1999079.44
13,19-10-2012,52.06,3.781,131.1499677,2018010.15
13,26-10-2012,46.97,3.755,131.1930968,2035189.66
14,5/2/2010,27.31,2.784,181.8711898,2623469.95
14,12/2/2010,27.73,2.773,181.982317,1704218.84
14,19-02-2010,31.27,2.745,182.0347816,2204556.7
14,26-02-2010,34.89,2.754,182.0774691,2095591.63
14,5/3/2010,37.13,2.777,182.1201566,2237544.75
14,12/3/2010,45.8,2.818,182.1628441,2156035.06
14,19-03-2010,48.79,2.844,182.0779857,2066219.3
14,26-03-2010,54.36,2.854,181.9718697,2050396.27
14,2/4/2010,47.74,2.85,181.8657537,2495630.51
14,9/4/2010,65.45,2.869,181.7596377,2258781.28
14,16-04-2010,54.28,2.899,181.6924769,2121788.61
14,23-04-2010,53.47,2.902,181.6772564,2138144.91
14,30-04-2010,53.15,2.921,181.6620359,2082355.12
14,7/5/2010,70.75,2.966,181.6468154,2370116.52
14,14-05-2010,54.26,2.982,181.6612792,2129771.13
14,21-05-2010,62.62,2.958,181.8538486,2108187.1
14,28-05-2010,69.27,2.899,182.0464181,2227152.16
14,4/6/2010,75.93,2.847,182.2389876,2363601.47
14,11/6/2010,69.71,2.809,182.4315571,2249570.04
14,18-06-2010,72.62,2.78,182.4424199,2248645.59
14,25-06-2010,79.32,2.808,182.3806,2246179.91
14,2/7/2010,76.61,2.815,182.3187801,2334788.42
14,9/7/2010,82.45,2.793,182.2569603,2236209.13
14,16-07-2010,77.84,2.783,182.2604411,2130287.27
14,23-07-2010,81.46,2.771,182.3509895,2044155.39
14,30-07-2010,79.78,2.781,182.4415378,2054843.28
14,6/8/2010,77.17,2.784,182.5320862,2219813.5
14,13-08-2010,78.44,2.805,182.6226346,2052984.81
14,20-08-2010,76.01,2.779,182.6165205,2057138.31
14,27-08-2010,71.36,2.755,182.6104063,2020332.07
14,3/9/2010,78.37,2.715,182.6042922,2182563.66
14,10/9/2010,70.87,2.699,182.598178,2191767.76
14,17-09-2010,66.55,2.706,182.622509,1953539.85
14,24-09-2010,68.59,2.713,182.6696737,1879891.13
14,1/10/2010,70.58,2.707,182.7168385,1855703.66
14,8/10/2010,56.49,2.764,182.7640032,2091663.2
14,15-10-2010,58.61,2.868,182.8106203,1932162.63
14,22-10-2010,53.15,2.917,182.8558685,1936621.09
14,29-10-2010,61.3,2.921,182.9011166,1984768.34
14,5/11/2010,45.65,2.917,182.9463648,2078417.47
14,12/11/2010,46.14,2.931,182.9916129,2092189.06
14,19-11-2010,50.02,3,182.8989385,1968462.58
14,26-11-2010,46.15,3.039,182.7832769,2921709.71
14,3/12/2010,40.93,3.046,182.6676154,2258489.63
14,10/12/2010,30.54,3.109,182.5519538,2600519.26
14,17-12-2010,30.51,3.14,182.517732,2762861.41
14,24-12-2010,30.59,3.141,182.54459,3818686.45
14,31-12-2010,29.67,3.179,182.5714479,1623716.46
14,7/1/2011,34.32,3.193,182.5983058,1864746.1
14,14-01-2011,24.78,3.205,182.6585782,1699095.9
14,21-01-2011,30.55,3.229,182.9193368,1743188.87
14,28-01-2011,24.05,3.237,183.1800955,1613718.38
14,4/2/2011,28.73,3.231,183.4408542,1995891.87
14,11/2/2011,30.3,3.239,183.7016129,1980405.03
14,18-02-2011,40.7,3.245,183.9371353,2019031.67
14,25-02-2011,35.78,3.274,184.1625632,1875708.88
14,4/3/2011,38.65,3.433,184.3879911,2041215.61
14,11/3/2011,45.01,3.582,184.613419,1931104.67
14,18-03-2011,46.66,3.631,184.809719,1932491.42
14,25-03-2011,41.76,3.625,184.9943679,1879451.23
14,1/4/2011,37.27,3.638,185.1790167,1869110.55
14,8/4/2011,48.71,3.72,185.3636656,2037798.88
14,15-04-2011,53.69,3.821,185.5339821,1974960.86
14,22-04-2011,53.04,3.892,185.6684673,2256461.39
14,29-04-2011,66.18,3.962,185.8029526,1930617.64
14,6/5/2011,58.21,4.046,185.9374378,2095599.93
14,13-05-2011,60.38,4.066,186.0719231,2004330.3
14,20-05-2011,62.28,4.062,185.9661154,1959967.8
14,27-05-2011,69.7,3.985,185.8603077,2080694.24
14,3/6/2011,76.38,3.922,185.7545,2079899.47
14,10/6/2011,73.88,3.881,185.6486923,2132446
14,17-06-2011,69.32,3.842,185.6719333,2082083.34
14,24-06-2011,74.85,3.804,185.7919609,2069523.52
14,1/7/2011,74.04,3.748,185.9119885,2074668.19
14,8/7/2011,77.49,3.711,186.032016,2063401.06
14,15-07-2011,78.47,3.76,186.1399808,1953544.76
14,22-07-2011,82.33,3.811,186.2177885,1882070.88
14,29-07-2011,81.31,3.829,186.2955962,1871021.01
14,5/8/2011,78.22,3.842,186.3734038,2066020.69
14,12/8/2011,77,3.812,186.4512115,1928773.82
14,19-08-2011,72.98,3.747,186.5093071,1896873.99
14,26-08-2011,72.55,3.704,186.5641172,2273470.62
14,2/9/2011,70.63,3.703,186.6189274,1750891.47
14,9/9/2011,71.48,3.738,186.6737376,2202742.9
14,16-09-2011,69.17,3.742,186.8024,1864637.89
14,23-09-2011,63.75,3.711,187.0295321,1871555.64
14,30-09-2011,70.66,3.645,187.2566641,1809989.29
14,7/10/2011,55.82,3.583,187.4837962,2078796.76
14,14-10-2011,63.82,3.541,187.6917481,1890870.75
14,21-10-2011,59.6,3.57,187.7846197,2009004.59
14,28-10-2011,51.78,3.569,187.8774913,2056846.12
14,4/11/2011,43.92,3.551,187.9703629,2174056.71
14,11/11/2011,47.65,3.53,188.0632345,2081534.65
14,18-11-2011,51.34,3.53,188.1983654,1969360.72
14,25-11-2011,48.71,3.492,188.3504,2685351.81
14,2/12/2011,50.19,3.452,188.5024346,2143080.57
14,9/12/2011,46.57,3.415,188.6544692,2470581.29
14,16-12-2011,39.93,3.413,188.7979349,2594363.09
14,23-12-2011,42.27,3.389,188.9299752,3369068.99
14,30-12-2011,37.79,3.389,189.0620155,1914148.89
14,6/1/2012,35.88,3.422,189.1940558,1859144.96
14,13-01-2012,41.18,3.513,189.3260962,1696248.27
14,20-01-2012,31.85,3.533,189.4214733,1789113.32
14,27-01-2012,37.93,3.567,189.5168505,1595362.27
14,3/2/2012,42.96,3.617,189.6122277,1877410.36
14,10/2/2012,37,3.64,189.7076048,2077256.24
14,17-02-2012,36.85,3.695,189.8424834,2020550.99
14,24-02-2012,42.86,3.739,190.0069881,1875040.16
14,2/3/2012,41.55,3.816,190.1714927,1926004.99
14,9/3/2012,45.52,3.848,190.3359973,2020839.31
14,16-03-2012,50.56,3.862,190.4618964,1941040.5
14,23-03-2012,59.45,3.9,190.5363213,1893447.71
14,30-03-2012,50.04,3.953,190.6107463,1905033.01
14,6/4/2012,49.73,3.996,190.6851712,2376022.26
14,13-04-2012,51.83,4.044,190.7595962,1912909.69
14,20-04-2012,63.13,4.027,190.8138013,1875686.44
14,27-04-2012,53.2,4.004,190.8680064,1784029.95
14,4/5/2012,55.21,3.951,190.9222115,1949354.29
14,11/5/2012,61.24,3.889,190.9764167,1987531.05
14,18-05-2012,66.3,3.848,190.9964479,1932233.17
14,25-05-2012,67.21,3.798,191.0028096,2030869.61
14,1/6/2012,74.48,3.742,191.0091712,2049485.49
14,8/6/2012,64.3,3.689,191.0155329,2099615.88
14,15-06-2012,71.93,3.62,191.0299731,1905733.68
14,22-06-2012,74.22,3.564,191.0646096,1660228.88
14,29-06-2012,75.22,3.506,191.0992462,1591835.02
14,6/7/2012,82.99,3.475,191.1338827,1862128.95
14,13-07-2012,79.97,3.523,191.1685192,1544422.35
14,20-07-2012,78.89,3.567,191.1670428,1553250.16
14,27-07-2012,77.2,3.647,191.1655664,1479514.66
14,3/8/2012,76.58,3.654,191.16409,1656886.46
14,10/8/2012,78.65,3.722,191.1626135,1648570.03
14,17-08-2012,75.71,3.807,191.2284919,1660433.3
14,24-08-2012,72.62,3.834,191.3448865,1621841.33
14,31-08-2012,75.09,3.867,191.461281,1613342.19
14,7/9/2012,75.7,3.911,191.5776756,1904512.34
14,14-09-2012,67.87,3.948,191.69985,1554794.22
14,21-09-2012,65.32,4.038,191.8567038,1565352.46
14,28-09-2012,64.88,3.997,192.0135577,1522512.2
14,5/10/2012,64.89,3.985,192.1704115,1687592.16
14,12/10/2012,54.47,4,192.3272654,1639585.61
14,19-10-2012,56.47,3.969,192.3308542,1590274.72
14,26-10-2012,58.85,3.882,192.3088989,1704357.62
15,5/2/2010,19.83,2.954,131.5279032,652122.44
15,12/2/2010,22,2.94,131.5866129,682447.1
15,19-02-2010,27.54,2.909,131.637,660838.75
15,26-02-2010,29.87,2.91,131.686,564883.2
15,5/3/2010,31.79,2.919,131.735,605325.43
15,12/3/2010,41.39,2.938,131.784,604173.59
15,19-03-2010,44.69,2.96,131.8242903,593710.67
15,26-03-2010,39.53,2.963,131.863129,592111.49
15,2/4/2010,45.27,2.957,131.9019677,718470.71
15,9/4/2010,57.77,2.992,131.9408065,634605.77
15,16-04-2010,49.63,3.01,131.9809,641208.65
15,23-04-2010,46.54,3.021,132.0226667,643097.6
15,30-04-2010,49.09,3.042,132.0644333,570791.11
15,7/5/2010,63.16,3.095,132.1062,661348.88
15,14-05-2010,47.13,3.112,132.152129,594385.2
15,21-05-2010,59.09,3.096,132.2230323,616598.1
15,28-05-2010,70.61,3.046,132.2939355,744772.88
15,4/6/2010,69.99,3.006,132.3648387,693192.5
15,11/6/2010,61.04,2.972,132.4357419,619337.29
15,18-06-2010,65.83,2.942,132.4733333,652329.53
15,25-06-2010,72.79,2.958,132.4976,672194.03
15,2/7/2010,66.13,2.958,132.5218667,709337.11
15,9/7/2010,77.33,2.94,132.5461333,691497.62
15,16-07-2010,72.83,2.933,132.5667742,633203.69
15,23-07-2010,73.2,2.924,132.5825806,598553.43
15,30-07-2010,72.04,2.932,132.5983871,619224.06
15,6/8/2010,72.7,2.942,132.6141935,639651.24
15,13-08-2010,72.17,2.923,132.63,622437.08
15,20-08-2010,71.1,2.913,132.6616129,637090.44
15,27-08-2010,65.07,2.885,132.6932258,649791.15
15,3/9/2010,73.17,2.86,132.7248387,638647.21
15,10/9/2010,62.36,2.837,132.7564516,641965.2
15,17-09-2010,57.94,2.846,132.7670667,583210.87
15,24-09-2010,62.53,2.837,132.7619333,548542.47
15,1/10/2010,59.69,2.84,132.7568,566945.95
15,8/10/2010,52.19,2.903,132.7516667,591603.79
15,15-10-2010,49.96,2.999,132.7633548,577011.26
15,22-10-2010,47.1,3.049,132.8170968,600395.73
15,29-10-2010,55.09,3.055,132.8708387,598301.5
15,5/11/2010,40.29,3.049,132.9245806,612987.64
15,12/11/2010,39.63,3.065,132.9783226,619639.74
15,19-11-2010,44.1,3.138,132.9172,608200.81
15,26-11-2010,40.71,3.186,132.8369333,1120018.92
15,3/12/2010,36,3.2,132.7566667,754134.95
15,10/12/2010,23.97,3.255,132.6764,847294.04
15,17-12-2010,25.3,3.301,132.6804516,983825.15
15,24-12-2010,25.07,3.309,132.7477419,1368318.17
15,31-12-2010,26.54,3.336,132.8150323,543754.17
15,7/1/2011,30.53,3.351,132.8823226,509640.77
15,14-01-2011,19.53,3.367,132.9510645,479424.2
15,21-01-2011,21.84,3.391,133.0285161,487311.03
15,28-01-2011,19.61,3.402,133.1059677,481119.6
15,4/2/2011,20.69,3.4,133.1834194,556550.85
15,11/2/2011,21.64,3.416,133.260871,582864.35
15,18-02-2011,33.06,3.42,133.3701429,649993.5
15,25-02-2011,20.87,3.452,133.4921429,547564.09
15,4/3/2011,28.16,3.605,133.6141429,573374.49
15,11/3/2011,34.27,3.752,133.7361429,537035.28
15,18-03-2011,40.23,3.796,133.8492258,551553.99
15,25-03-2011,32.63,3.789,133.9587419,527389.28
15,1/4/2011,30.34,3.811,134.0682581,542556.05
15,8/4/2011,40.94,3.895,134.1777742,587370.81
15,15-04-2011,48.63,3.981,134.2784667,607691.36
15,22-04-2011,41.37,4.061,134.3571,655318.26
15,29-04-2011,55.46,4.117,134.4357333,560764.41
15,6/5/2011,49.87,4.192,134.5143667,630522.67
15,13-05-2011,57.07,4.211,134.593,630482.91
15,20-05-2011,57.19,4.202,134.6803871,593941.9
15,27-05-2011,65.87,4.134,134.7677742,636193.24
15,3/6/2011,69.8,4.069,134.8551613,695396.19
15,10/6/2011,69.86,4.025,134.9425484,642679.81
15,17-06-2011,63.9,3.989,135.0837333,639928.85
15,24-06-2011,69.96,3.964,135.2652667,656594.95
15,1/7/2011,67.43,3.916,135.4468,674669.16
15,8/7/2011,73.47,3.886,135.6283333,635118.48
15,15-07-2011,73.34,3.915,135.7837419,624114.56
15,22-07-2011,79.97,3.972,135.8738387,607475.44
15,29-07-2011,74.67,4.004,135.9639355,577511.02
15,5/8/2011,73.63,4.02,136.0540323,607961.21
15,12/8/2011,70.63,3.995,136.144129,590836.37
15,19-08-2011,70.41,3.942,136.183129,599488.98
15,26-08-2011,69.19,3.906,136.2136129,605413.17
15,2/9/2011,67.63,3.879,136.2440968,649159.68
15,9/9/2011,67.59,3.93,136.2745806,607593.51
15,16-09-2011,62.1,3.937,136.3145,545052.34
15,23-09-2011,59,3.899,136.367,545570.86
15,30-09-2011,64.87,3.858,136.4195,521297.31
15,7/10/2011,51.24,3.775,136.472,579068.88
15,14-10-2011,61.3,3.744,136.5150968,537300.94
15,21-10-2011,51.67,3.757,136.5017742,603318.89
15,28-10-2011,45.54,3.757,136.4884516,589842.69
15,4/11/2011,43.39,3.738,136.475129,615121.78
15,11/11/2011,47.13,3.719,136.4618065,618949.82
15,18-11-2011,46.53,3.717,136.4666667,597856.51
15,25-11-2011,41.1,3.689,136.4788,1066478.1
15,2/12/2011,45.67,3.666,136.4909333,699028.66
15,9/12/2011,38.53,3.627,136.5030667,764565.55
15,16-12-2011,35.49,3.611,136.5335161,870415.49
15,23-12-2011,34.93,3.587,136.5883871,1182691.87
15,30-12-2011,31.44,3.566,136.6432581,603460.79
15,6/1/2012,30.24,3.585,136.698129,516087.65
15,13-01-2012,36.26,3.666,136.753,454183.42
15,20-01-2012,21.39,3.705,136.8564194,492721.85
15,27-01-2012,30.87,3.737,136.9598387,466045.63
15,3/2/2012,35.3,3.796,137.0632581,523831.64
15,10/2/2012,31.91,3.826,137.1666774,628218.22
15,17-02-2012,30.26,3.874,137.2583103,598502.83
15,24-02-2012,33.18,3.917,137.3411034,561137.06
15,2/3/2012,33.24,3.983,137.4238966,541292.64
15,9/3/2012,36.97,4.021,137.5066897,545120.67
15,16-03-2012,47.42,4.021,137.5843871,570611.23
15,23-03-2012,58.92,4.054,137.6552903,565481.88
15,30-03-2012,42.65,4.098,137.7261935,557547.25
15,6/4/2012,40.01,4.143,137.7970968,659950.36
15,13-04-2012,43.52,4.187,137.868,558585.13
15,20-04-2012,54.47,4.17,137.9230667,534780.57
15,27-04-2012,41.57,4.163,137.9781333,527402.62
15,4/5/2012,51.04,4.124,138.0332,577868.38
15,11/5/2012,54.23,4.055,138.0882667,579539.95
15,18-05-2012,58.84,4.029,138.1065806,600050.98
15,25-05-2012,67.97,3.979,138.1101935,693780.42
15,1/6/2012,67.61,3.915,138.1138065,663971.26
15,8/6/2012,59.35,3.871,138.1174194,611390.67
15,15-06-2012,67.7,3.786,138.1295333,636737.65
15,22-06-2012,74.28,3.722,138.1629,687085.6
15,29-06-2012,68.91,3.667,138.1962667,624099.48
15,6/7/2012,74.64,3.646,138.2296333,678024.75
15,13-07-2012,72.62,3.689,138.263,591335.5
15,20-07-2012,75.31,3.732,138.2331935,592369.22
15,27-07-2012,73.9,3.82,138.2033871,571190.83
15,3/8/2012,73.13,3.819,138.1735806,590739.62
15,10/8/2012,73.99,3.863,138.1437742,590453.63
15,17-08-2012,70.29,3.963,138.1857097,579738.2
15,24-08-2012,66.98,3.997,138.2814516,606210.77
15,31-08-2012,71.42,4.026,138.3771935,610185.32
15,7/9/2012,71.61,4.076,138.4729355,587259.82
15,14-09-2012,65.44,4.088,138.5673,527509.76
15,21-09-2012,60.34,4.203,138.6534,533161.64
15,28-09-2012,57.13,4.158,138.7395,553901.97
15,5/10/2012,59.57,4.151,138.8256,573498.64
15,12/10/2012,49.12,4.186,138.9117,551799.63
15,19-10-2012,52.89,4.153,138.8336129,555652.77
15,26-10-2012,55.75,4.071,138.7281613,558473.6
16,5/2/2010,19.79,2.58,189.3816974,477409.3
16,12/2/2010,20.87,2.572,189.4642725,472044.28
16,19-02-2010,21.13,2.55,189.5340998,469868.7
16,26-02-2010,18.12,2.586,189.6018023,443242.17
16,5/3/2010,27.92,2.62,189.6695049,444181.85
16,12/3/2010,28.64,2.684,189.7372075,445393.74
16,19-03-2010,33.45,2.692,189.734262,504307.35
16,26-03-2010,29.88,2.717,189.7195417,483177.2
16,2/4/2010,36.19,2.725,189.7048215,490503.69
16,9/4/2010,34.21,2.75,189.6901012,424083.99
16,16-04-2010,45.69,2.765,189.6628845,436312.41
16,23-04-2010,44.9,2.776,189.6190057,370230.94
16,30-04-2010,37.75,2.766,189.575127,383550.93
16,7/5/2010,37.43,2.771,189.5312483,403217.22
16,14-05-2010,41.26,2.788,189.4904116,401770.9
16,21-05-2010,47.34,2.776,189.467827,435300.51
16,28-05-2010,52.08,2.737,189.4452425,479430
16,4/6/2010,53.76,2.7,189.422658,516295.81
16,11/6/2010,62.63,2.684,189.4000734,535587.31
16,18-06-2010,52.4,2.674,189.4185259,540149.85
16,25-06-2010,62.37,2.715,189.4533931,546554.96
16,2/7/2010,64.44,2.728,189.4882603,610641.42
16,9/7/2010,61.79,2.711,189.5231276,614253.33
16,16-07-2010,67.68,2.699,189.6125456,586583.69
16,23-07-2010,70.67,2.691,189.774698,588344.18
16,30-07-2010,70.71,2.69,189.9368504,562633.67
16,6/8/2010,67.42,2.69,190.0990028,586936.45
16,13-08-2010,63.91,2.723,190.2611552,543757.97
16,20-08-2010,63.59,2.732,190.2948237,521516.96
16,27-08-2010,65.66,2.731,190.3284922,581010.52
16,3/9/2010,58.02,2.773,190.3621607,542087.89
16,10/9/2010,57.24,2.78,190.3958293,537518.57
16,17-09-2010,56.55,2.8,190.4688287,522049.52
16,24-09-2010,58.19,2.793,190.5713264,511330.32
16,1/10/2010,59.39,2.759,190.6738241,463977.54
16,8/10/2010,54.29,2.745,190.7763218,442894.2
16,15-10-2010,45,2.762,190.8623087,452169.28
16,22-10-2010,45.85,2.762,190.9070184,541216.92
16,29-10-2010,35.76,2.748,190.951728,495022.51
16,5/11/2010,39.94,2.729,190.9964377,446905.02
16,12/11/2010,34.04,2.737,191.0411474,453632.76
16,19-11-2010,27.26,2.758,191.0312172,458634.68
16,26-11-2010,23.46,2.742,191.0121805,651837.77
16,3/12/2010,23.68,2.712,190.9931437,512260.59
16,10/12/2010,32.02,2.728,190.9741069,570103.64
16,17-12-2010,26.01,2.778,191.0303376,648652.01
16,24-12-2010,32.46,2.781,191.1430189,1004730.69
16,31-12-2010,19.66,2.829,191.2557002,575317.38
16,7/1/2011,12.39,2.882,191.3683815,573545.96
16,14-01-2011,17.46,2.911,191.4784939,470365.59
16,21-01-2011,28.6,2.973,191.5731924,462888.13
16,28-01-2011,20.8,3.008,191.667891,448391.99
16,4/2/2011,13.64,3.011,191.7625895,479263.15
16,11/2/2011,15.02,3.037,191.8572881,466806.89
16,18-02-2011,27.18,3.051,191.9178331,491179.79
16,25-02-2011,26.15,3.101,191.9647167,475201.64
16,4/3/2011,31.77,3.232,192.0116004,484829.07
16,11/3/2011,29.36,3.372,192.058484,457504.35
16,18-03-2011,36.5,3.406,192.1237981,497373.49
16,25-03-2011,32.61,3.414,192.1964844,465279.68
16,1/4/2011,35.75,3.461,192.2691707,459756.11
16,8/4/2011,38.04,3.532,192.3418571,439276.5
16,15-04-2011,34.59,3.611,192.4225954,427855.24
16,22-04-2011,40.74,3.636,192.5234638,368600
16,29-04-2011,37.77,3.663,192.6243322,378100.31
16,6/5/2011,38.64,3.735,192.7252006,423805.22
16,13-05-2011,43.29,3.767,192.826069,410406.95
16,20-05-2011,43.95,3.828,192.831317,435397.19
16,27-05-2011,45.17,3.795,192.8365651,444718.68
16,3/6/2011,54.08,3.763,192.8418131,531080.31
16,10/6/2011,55.78,3.735,192.8470612,600952.06
16,17-06-2011,58.34,3.697,192.9034759,581546.23
16,24-06-2011,54.36,3.661,192.9982655,569105.03
16,1/7/2011,63.59,3.597,193.0930552,608737.56
16,8/7/2011,65,3.54,193.1878448,634634.66
16,15-07-2011,65.16,3.532,193.3125484,586841.77
16,22-07-2011,65.36,3.545,193.5120367,581758.22
16,29-07-2011,66.84,3.547,193.711525,582381.95
16,5/8/2011,63.96,3.554,193.9110133,592981.33
16,12/8/2011,67.09,3.542,194.1105017,563884.47
16,19-08-2011,68.83,3.499,194.2500634,554630.42
16,26-08-2011,67.51,3.485,194.3796374,557312.01
16,2/9/2011,63.44,3.511,194.5092113,580805.33
16,9/9/2011,56.99,3.566,194.6387853,574622.56
16,16-09-2011,53.68,3.596,194.7419707,539081.09
16,23-09-2011,50.39,3.581,194.8099713,504856.97
16,30-09-2011,57.61,3.538,194.8779718,450075.31
16,7/10/2011,48.91,3.498,194.9459724,482926.93
16,14-10-2011,39.97,3.491,195.0261012,498241.06
16,21-10-2011,46.99,3.548,195.1789994,560104.16
16,28-10-2011,41.97,3.55,195.3318977,505918.21
16,4/11/2011,33.43,3.527,195.4847959,511059.95
16,11/11/2011,29.56,3.505,195.6376941,513181.31
16,18-11-2011,31.73,3.479,195.7184713,480353.64
16,25-11-2011,31.39,3.424,195.7704,712422.4
16,2/12/2011,27.83,3.378,195.8223287,530492.84
16,9/12/2011,14.44,3.331,195.8742575,574798.86
16,16-12-2011,22.5,3.266,195.9841685,679481.9
16,23-12-2011,20.79,3.173,196.1713893,950691.96
16,30-12-2011,23.91,3.119,196.3586101,665861.06
16,6/1/2012,26.49,3.095,196.5458309,564538.07
16,13-01-2012,19.55,3.077,196.7330517,508520.09
16,20-01-2012,29.3,3.055,196.7796652,474389.75
16,27-01-2012,28.17,3.038,196.8262786,453979.19
16,3/2/2012,25.53,3.031,196.8728921,475905.1
16,10/2/2012,23.69,3.103,196.9195056,473766.97
16,17-02-2012,31.19,3.113,196.9432711,494069.49
16,24-02-2012,26.21,3.129,196.9499007,495720.3
16,2/3/2012,23.4,3.191,196.9565303,464189.09
16,9/3/2012,28.16,3.286,196.9631599,495951.66
16,16-03-2012,38.02,3.486,197.0457208,520850.71
16,23-03-2012,38.7,3.664,197.2295234,493503.89
16,30-03-2012,48.29,3.75,197.4133259,485095.41
16,6/4/2012,48.93,3.854,197.5971285,502662.07
16,13-04-2012,45.83,3.901,197.780931,450756.71
16,20-04-2012,43.61,3.936,197.7227385,436221.26
16,27-04-2012,59.69,3.927,197.664546,398445.15
16,4/5/2012,51.34,3.903,197.6063534,426959.62
16,11/5/2012,53.57,3.87,197.5481609,479855
16,18-05-2012,56.74,3.837,197.5553137,493506.47
16,25-05-2012,57.36,3.804,197.5886046,518045.09
16,1/6/2012,58.97,3.764,197.6218954,532311.93
16,8/6/2012,65.43,3.741,197.6551863,603618.89
16,15-06-2012,65.36,3.723,197.692292,570045.79
16,22-06-2012,70.41,3.735,197.7389345,581745.72
16,29-06-2012,77.31,3.693,197.785577,570162.28
16,6/7/2012,70.49,3.646,197.8322195,641763.53
16,13-07-2012,70.29,3.613,197.8788621,569005.06
16,20-07-2012,68.43,3.585,197.9290378,565297.54
16,27-07-2012,69,3.57,197.9792136,539337.87
16,3/8/2012,68.59,3.528,198.0293893,584000.71
16,10/8/2012,70.24,3.509,198.0795651,554036.84
16,17-08-2012,62.07,3.545,198.1001057,521896.6
16,24-08-2012,61.44,3.558,198.0984199,551152.15
16,31-08-2012,64.19,3.556,198.0967341,551837.31
16,7/9/2012,60.09,3.596,198.0950484,537138.58
16,14-09-2012,56.69,3.659,198.1267184,526525.16
16,21-09-2012,56.48,3.765,198.358523,509942.56
16,28-09-2012,51.4,3.789,198.5903276,469607.73
16,5/10/2012,50.46,3.779,198.8221322,471281.68
16,12/10/2012,43.26,3.76,199.0539368,491817.19
16,19-10-2012,40.59,3.75,199.1481963,577198.97
16,26-10-2012,40.99,3.686,199.2195317,475770.14
17,5/2/2010,23.11,2.666,126.4420645,789036.02
17,12/2/2010,18.36,2.671,126.4962581,841951.91
17,19-02-2010,25.06,2.654,126.5262857,800714
17,26-02-2010,15.64,2.667,126.5522857,749549.55
17,5/3/2010,31.58,2.681,126.5782857,783300.05
17,12/3/2010,29.71,2.733,126.6042857,763961.82
17,19-03-2010,33.96,2.782,126.6066452,752034.52
17,26-03-2010,35.59,2.819,126.6050645,793097.64
17,2/4/2010,36.94,2.842,126.6034839,848521.17
17,9/4/2010,34.05,2.877,126.6019032,770228.02
17,16-04-2010,45.22,2.915,126.5621,757738.76
17,23-04-2010,52.25,2.936,126.4713333,977790.83
17,30-04-2010,43.82,2.941,126.3805667,807798.73
17,7/5/2010,40.26,2.948,126.2898,843848.65
17,14-05-2010,47.28,2.962,126.2085484,813756.09
17,21-05-2010,53.94,2.95,126.1843871,826626.5
17,28-05-2010,48.19,2.908,126.1602258,872817.62
17,4/6/2010,53.79,2.871,126.1360645,876902.87
17,11/6/2010,57.14,2.841,126.1119032,845252.21
17,18-06-2010,54.94,2.819,126.114,877996.27
17,25-06-2010,62.64,2.82,126.1266,893995.44
17,2/7/2010,68.98,2.814,126.1392,958875.37
17,9/7/2010,62.41,2.802,126.1518,836915.92
17,16-07-2010,65.66,2.791,126.1498065,876591.41
17,23-07-2010,69.66,2.797,126.1283548,893504.87
17,30-07-2010,69.96,2.797,126.1069032,833517.19
17,6/8/2010,70.53,2.802,126.0854516,795301.17
17,13-08-2010,65.17,2.837,126.064,759995.18
17,20-08-2010,67.04,2.85,126.0766452,783929.7
17,27-08-2010,65.03,2.854,126.0892903,802583.89
17,3/9/2010,57.86,2.868,126.1019355,834373.73
17,10/9/2010,56.28,2.87,126.1145806,1200888.28
17,17-09-2010,58.53,2.875,126.1454667,871264.25
17,24-09-2010,58.39,2.872,126.1900333,852876.29
17,1/10/2010,60.07,2.853,126.2346,829207.27
17,8/10/2010,58.06,2.841,126.2791667,827738.06
17,15-10-2010,47.35,2.845,126.3266774,838297.32
17,22-10-2010,47.95,2.849,126.3815484,815093.76
17,29-10-2010,39.87,2.841,126.4364194,861941.25
17,5/11/2010,42.54,2.831,126.4912903,818434.49
17,12/11/2010,36.32,2.831,126.5461613,855459.96
17,19-11-2010,36.31,2.842,126.6072,782252.57
17,26-11-2010,19.03,2.83,126.6692667,1005448.76
17,3/12/2010,22.47,2.812,126.7313333,926573.81
17,10/12/2010,31.64,2.817,126.7934,962475.55
17,17-12-2010,25.13,2.842,126.8794839,1049372.38
